id,name,category,price,stock
4350,food-4350,food,222.91,202
4351,electronics-4351,electronics,102.53,119
4352,clothing-4352,clothing,316.49,327
4353,books-4353,books,273.97,390
4354,home-4354,home,210.11,435
4355,toys-4355,toys,440.62,347
4356,food-4356,food,76.65,286
4357,electronics-4357,electronics,193.70,384
4358,clothing-4358,clothing,64.33,423
4359,books-4359,books,467.81,268
4360,home-4360,home,34.00,340
4361,toys-4361,toys,301.08,242
4362,food-4362,food,420.19,317
4363,electronics-4363,electronics,433.93,400
4364,clothing-4364,clothing,497.95,487
4365,books-4365,books,220.08,52
4366,home-4366,home,441.37,405
4367,toys-4367,toys,360.14,45
4368,food-4368,food,23.66,51
4369,electronics-4369,electronics,245.25,2
4370,clothing-4370,clothing,242.17,490
4371,books-4371,books,372.14,475
4372,home-4372,home,283.99,324
4373,toys-4373,toys,275.18,458
4374,food-4374,food,438.90,254
4375,electronics-4375,electronics,268.23,313
4376,clothing-4376,clothing,454.59,225
4377,books-4377,books,141.34,287
4378,home-4378,home,469.38,444
4379,toys-4379,toys,38.03,86
4380,food-4380,food,219.17,149
4381,electronics-4381,electronics,46.42,422
4382,clothing-4382,clothing,289.63,339
4383,books-4383,books,340.59,131
4384,home-4384,home,492.54,357
4385,toys-4385,toys,306.61,124
4386,food-4386,food,498.40,174
4387,electronics-4387,electronics,419.96,177
4388,clothing-4388,clothing,17.46,97
4389,books-4389,books,464.00,27
4390,home-4390,home,250.61,402
4391,toys-4391,toys,318.85,51
4392,food-4392,food,429.17,439
4393,electronics-4393,electronics,475.60,273
4394,clothing-4394,clothing,308.11,118
4395,books-4395,books,112.33,475
4396,home-4396,home,332.35,64
4397,toys-4397,toys,476.88,363
4398,food-4398,food,470.54,297
4399,electronics-4399,electronics,403.77,370
4400,clothing-4400,clothing,268.64,418
4401,books-4401,books,476.95,360
4402,home-4402,home,429.27,22
4403,toys-4403,toys,234.77,150
4404,food-4404,food,147.17,432
4405,electronics-4405,electronics,274.14,224
4406,clothing-4406,clothing,144.62,345
4407,books-4407,books,313.97,327
4408,home-4408,home,355.32,394
4409,toys-4409,toys,126.25,148
4410,food-4410,food,269.25,233
4411,electronics-4411,electronics,154.23,329
4412,clothing-4412,clothing,488.30,157
4413,books-4413,books,178.89,194
4414,home-4414,home,287.59,24
4415,toys-4415,toys,105.57,431
4416,food-4416,food,349.73,201
4417,electronics-4417,electronics,287.47,19
4418,clothing-4418,clothing,93.66,151
4419,books-4419,books,127.23,204
4420,home-4420,home,222.94,322
4421,toys-4421,toys,473.38,286
4422,food-4422,food,425.92,410
4423,electronics-4423,electronics,160.20,357
4424,clothing-4424,clothing,338.86,166
4425,books-4425,books,361.87,161
4426,home-4426,home,27.36,81
4427,toys-4427,toys,462.35,105
4428,food-4428,food,13.96,487
4429,electronics-4429,electronics,497.15,39
4430,clothing-4430,clothing,177.10,455
4431,books-4431,books,13.86,61
4432,home-4432,home,77.26,93
4433,toys-4433,toys,294.61,102
4434,food-4434,food,37.64,461
4435,electronics-4435,electronics,216.79,10
4436,clothing-4436,clothing,445.01,416
4437,books-4437,books,236.26,344
4438,home-4438,home,121.89,233
4439,toys-4439,toys,360.56,272
4440,food-4440,food,38.18,390
4441,electronics-4441,electronics,327.52,176
4442,clothing-4442,clothing,42.62,49
4443,books-4443,books,185.08,81
4444,home-4444,home,427.06,287
4445,toys-4445,toys,346.29,103
4446,food-4446,food,203.20,371
4447,electronics-4447,electronics,414.12,73
4448,clothing-4448,clothing,301.30,344
4449,books-4449,books,448.57,429
4450,home-4450,home,223.06,434
4451,toys-4451,toys,405.78,84
4452,food-4452,food,55.89,13
4453,electronics-4453,electronics,27.33,323
4454,clothing-4454,clothing,78.34,475
4455,books-4455,books,14.78,235
4456,home-4456,home,408.26,442
4457,toys-4457,toys,475.78,101
4458,food-4458,food,180.87,401
4459,electronics-4459,electronics,177.81,168
4460,clothing-4460,clothing,137.21,484
4461,books-4461,books,221.39,158
4462,home-4462,home,209.78,491
4463,toys-4463,toys,17.46,296
4464,food-4464,food,74.24,185
4465,electronics-4465,electronics,65.76,261
4466,clothing-4466,clothing,72.73,154
4467,books-4467,books,116.67,479
4468,home-4468,home,170.20,393
4469,toys-4469,toys,249.62,478
4470,food-4470,food,460.33,55
4471,electronics-4471,electronics,392.85,287
4472,clothing-4472,clothing,14.50,83
4473,books-4473,books,120.02,471
4474,home-4474,home,439.41,172
4475,toys-4475,toys,490.38,44
4476,food-4476,food,481.53,488
4477,electronics-4477,electronics,112.62,43
4478,clothing-4478,clothing,170.92,147
4479,books-4479,books,262.80,280
4480,home-4480,home,343.32,33
4481,toys-4481,toys,270.07,240
4482,food-4482,food,135.39,457
4483,electronics-4483,electronics,386.23,34
4484,clothing-4484,clothing,398.62,117
4485,books-4485,books,423.78,470
4486,home-4486,home,149.05,347
4487,toys-4487,toys,308.58,137
4488,food-4488,food,489.09,159
4489,electronics-4489,electronics,69.34,366
4490,clothing-4490,clothing,232.22,422
4491,books-4491,books,301.36,441
4492,home-4492,home,400.95,401
4493,toys-4493,toys,432.47,369
4494,food-4494,food,192.29,390
4495,electronics-4495,electronics,406.12,416
4496,clothing-4496,clothing,61.50,101
4497,books-4497,books,185.33,67
4498,home-4498,home,448.25,70
4499,toys-4499,toys,103.30,226
4500,food-4500,food,231.81,185
4501,electronics-4501,electronics,478.16,14
4502,clothing-4502,clothing,260.33,98
4503,books-4503,books,448.49,164
4504,home-4504,home,111.41,497
4505,toys-4505,toys,56.93,396
4506,food-4506,food,177.15,350
4507,electronics-4507,electronics,321.81,403
4508,clothing-4508,clothing,410.60,302
4509,books-4509,books,404.92,426
4510,home-4510,home,39.75,106
4511,toys-4511,toys,290.27,175
4512,food-4512,food,363.71,240
4513,electronics-4513,electronics,233.26,227
4514,clothing-4514,clothing,462.49,463
4515,books-4515,books,426.96,165
4516,home-4516,home,216.69,327
4517,toys-4517,toys,183.22,41
4518,food-4518,food,192.97,29
4519,electronics-4519,electronics,293.19,20
4520,clothing-4520,clothing,84.35,13
4521,books-4521,books,181.13,478
4522,home-4522,home,105.95,141
4523,toys-4523,toys,426.06,318
4524,food-4524,food,312.86,64
4525,electronics-4525,electronics,275.43,226
4526,clothing-4526,clothing,398.65,28
4527,books-4527,books,474.59,458
4528,home-4528,home,186.74,105
4529,toys-4529,toys,72.17,295
4530,food-4530,food,33.47,252
4531,electronics-4531,electronics,266.03,97
4532,clothing-4532,clothing,160.09,293
4533,books-4533,books,463.99,363
4534,home-4534,home,265.61,39
4535,toys-4535,toys,60.66,308
4536,food-4536,food,376.49,413
4537,electronics-4537,electronics,53.71,173
4538,clothing-4538,clothing,129.02,132
4539,books-4539,books,403.71,117
4540,home-4540,home,268.86,458
4541,toys-4541,toys,337.94,228
4542,food-4542,food,108.47,57
4543,electronics-4543,electronics,461.84,3
4544,clothing-4544,clothing,186.62,467
4545,books-4545,books,479.46,45
4546,home-4546,home,239.70,260
4547,toys-4547,toys,476.12,164
4548,food-4548,food,31.59,337
4549,electronics-4549,electronics,494.14,311
4550,clothing-4550,clothing,144.26,64
4551,books-4551,books,349.82,225
4552,home-4552,home,86.94,279
4553,toys-4553,toys,342.40,246
4554,food-4554,food,165.30,346
4555,electronics-4555,electronics,221.72,48
4556,clothing-4556,clothing,175.19,337
4557,books-4557,books,340.22,486
4558,home-4558,home,307.94,151
4559,toys-4559,toys,150.14,402
4560,food-4560,food,494.68,449
4561,electronics-4561,electronics,475.73,251
4562,clothing-4562,clothing,100.58,248
4563,books-4563,books,126.95,29
4564,home-4564,home,301.38,342
4565,toys-4565,toys,181.21,52
4566,food-4566,food,190.55,436
4567,electronics-4567,electronics,176.35,73
4568,clothing-4568,clothing,237.21,166
4569,books-4569,books,375.26,274
4570,home-4570,home,402.06,238
4571,toys-4571,toys,216.78,163
4572,food-4572,food,482.79,202
4573,electronics-4573,electronics,439.16,351
4574,clothing-4574,clothing,182.22,325
4575,books-4575,books,388.22,324
4576,home-4576,home,176.00,203
4577,toys-4577,toys,16.25,4
4578,food-4578,food,387.63,290
4579,electronics-4579,electronics,467.92,50
4580,clothing-4580,clothing,413.51,454
4581,books-4581,books,214.38,49
4582,home-4582,home,312.90,181
4583,toys-4583,toys,8.43,324
4584,food-4584,food,78.01,33
4585,electronics-4585,electronics,243.80,273
4586,clothing-4586,clothing,16.20,154
4587,books-4587,books,206.84,447
4588,home-4588,home,477.55,26
4589,toys-4589,toys,132.11,77
4590,food-4590,food,245.85,17
4591,electronics-4591,electronics,171.78,130
4592,clothing-4592,clothing,83.39,119
4593,books-4593,books,406.58,163
4594,home-4594,home,38.56,118
4595,toys-4595,toys,251.01,214
4596,food-4596,food,72.99,96
4597,electronics-4597,electronics,289.07,21
4598,clothing-4598,clothing,355.28,101
4599,books-4599,books,291.95,383
4600,home-4600,home,21.79,39
4601,toys-4601,toys,13.56,179
4602,food-4602,food,256.05,228
4603,electronics-4603,electronics,143.07,216
4604,clothing-4604,clothing,43.07,466
4605,books-4605,books,42.48,96
4606,home-4606,home,390.72,31
4607,toys-4607,toys,308.12,260
4608,food-4608,food,269.50,494
4609,electronics-4609,electronics,246.03,294
4610,clothing-4610,clothing,468.64,92
4611,books-4611,books,314.39,80
4612,home-4612,home,388.66,473
4613,toys-4613,toys,16.01,362
4614,food-4614,food,267.73,54
4615,electronics-4615,electronics,410.15,54
4616,clothing-4616,clothing,145.55,111
4617,books-4617,books,250.77,213
4618,home-4618,home,438.42,491
4619,toys-4619,toys,304.52,192
4620,food-4620,food,183.21,52
4621,electronics-4621,electronics,399.44,113
4622,clothing-4622,clothing,405.78,170
4623,books-4623,books,282.59,19
4624,home-4624,home,81.71,237
4625,toys-4625,toys,253.83,177
4626,food-4626,food,30.14,49
4627,electronics-4627,electronics,302.59,181
4628,clothing-4628,clothing,33.65,275
4629,books-4629,books,451.57,161
4630,home-4630,home,308.97,226
4631,toys-4631,toys,425.81,450
4632,food-4632,food,185.93,151
4633,electronics-4633,electronics,401.64,107
4634,clothing-4634,clothing,421.28,430
4635,books-4635,books,264.11,175
4636,home-4636,home,143.58,123
4637,toys-4637,toys,150.23,222
4638,food-4638,food,330.18,238
4639,electronics-4639,electronics,141.09,29
4640,clothing-4640,clothing,42.02,203
4641,books-4641,books,396.65,50
4642,home-4642,home,182.68,415
4643,toys-4643,toys,118.64,409
4644,food-4644,food,91.86,471
4645,electronics-4645,electronics,278.20,82
4646,clothing-4646,clothing,189.16,320
4647,books-4647,books,13.68,125
4648,home-4648,home,440.94,258
4649,toys-4649,toys,263.10,349
4650,food-4650,food,477.09,425
4651,electronics-4651,electronics,271.52,149
4652,clothing-4652,clothing,88.96,483
4653,books-4653,books,276.82,160
4654,home-4654,home,465.37,292
4655,toys-4655,toys,352.90,1
4656,food-4656,food,82.46,43
4657,electronics-4657,electronics,439.24,167
4658,clothing-4658,clothing,80.93,299
4659,books-4659,books,258.05,357
4660,home-4660,home,475.36,496
4661,toys-4661,toys,317.01,259
4662,food-4662,food,76.09,451
4663,electronics-4663,electronics,247.98,104
4664,clothing-4664,clothing,468.50,361
4665,books-4665,books,151.32,76
4666,home-4666,home,246.68,182
4667,toys-4667,toys,356.78,464
4668,food-4668,food,462.98,470
4669,electronics-4669,electronics,248.26,140
4670,clothing-4670,clothing,65.27,373
4671,books-4671,books,360.76,268
4672,home-4672,home,325.66,18
4673,toys-4673,toys,491.60,299
4674,food-4674,food,194.28,261
4675,electronics-4675,electronics,116.19,344
4676,clothing-4676,clothing,212.15,363
4677,books-4677,books,195.53,160
4678,home-4678,home,367.58,281
4679,toys-4679,toys,95.81,242
4680,food-4680,food,241.97,487
4681,electronics-4681,electronics,269.27,342
4682,clothing-4682,clothing,371.94,316
4683,books-4683,books,291.41,228
4684,home-4684,home,98.67,469
4685,toys-4685,toys,456.09,343
4686,food-4686,food,431.73,358
4687,electronics-4687,electronics,371.29,5
4688,clothing-4688,clothing,47.69,464
4689,books-4689,books,373.56,311
4690,home-4690,home,225.09,440
4691,toys-4691,toys,294.57,149
4692,food-4692,food,350.01,489
4693,electronics-4693,electronics,230.85,60
4694,clothing-4694,clothing,330.32,466
4695,books-4695,books,378.87,300
4696,home-4696,home,278.03,42
4697,toys-4697,toys,195.26,219
4698,food-4698,food,285.68,26
4699,electronics-4699,electronics,118.32,424
4700,clothing-4700,clothing,39.22,66
4701,books-4701,books,207.62,424
4702,home-4702,home,470.95,54
4703,toys-4703,toys,162.01,255
4704,food-4704,food,84.79,133
4705,electronics-4705,electronics,251.66,370
4706,clothing-4706,clothing,235.47,492
4707,books-4707,books,108.33,264
4708,home-4708,home,165.83,352
4709,toys-4709,toys,67.51,452
4710,food-4710,food,269.93,72
4711,electronics-4711,electronics,312.86,187
4712,clothing-4712,clothing,361.85,396
4713,books-4713,books,284.93,68
4714,home-4714,home,30.77,194
4715,toys-4715,toys,451.47,114
4716,food-4716,food,423.85,69
4717,electronics-4717,electronics,278.96,219
4718,clothing-4718,clothing,240.04,301
4719,books-4719,books,113.56,288
4720,home-4720,home,199.51,292
4721,toys-4721,toys,31.70,242
4722,food-4722,food,156.60,340
4723,electronics-4723,electronics,412.15,472
4724,clothing-4724,clothing,71.26,199
4725,books-4725,books,33.26,495
4726,home-4726,home,297.19,153
4727,toys-4727,toys,433.46,88
4728,food-4728,food,66.45,465
4729,electronics-4729,electronics,47.18,321
4730,clothing-4730,clothing,58.28,431
4731,books-4731,books,350.87,60
4732,home-4732,home,179.79,140
4733,toys-4733,toys,36.63,359
4734,food-4734,food,378.43,119
4735,electronics-4735,electronics,236.43,265
4736,clothing-4736,clothing,118.87,246
4737,books-4737,books,60.81,438
4738,home-4738,home,137.75,342
4739,toys-4739,toys,260.74,377
4740,food-4740,food,416.69,456
4741,electronics-4741,electronics,334.87,287
4742,clothing-4742,clothing,35.33,254
4743,books-4743,books,62.06,129
4744,home-4744,home,153.04,206
4745,toys-4745,toys,126.97,245
4746,food-4746,food,214.15,265
4747,electronics-4747,electronics,425.85,430
4748,clothing-4748,clothing,276.26,111
4749,books-4749,books,136.86,187
4750,home-4750,home,419.63,290
4751,toys-4751,toys,76.07,220
4752,food-4752,food,316.79,58
4753,electronics-4753,electronics,491.80,202
4754,clothing-4754,clothing,96.73,383
4755,books-4755,books,426.40,208
4756,home-4756,home,405.38,118
4757,toys-4757,toys,334.92,68
4758,food-4758,food,344.00,359
4759,electronics-4759,electronics,414.44,159
4760,clothing-4760,clothing,417.25,500
4761,books-4761,books,213.39,405
4762,home-4762,home,265.83,139
4763,toys-4763,toys,197.81,105
4764,food-4764,food,305.90,410
4765,electronics-4765,electronics,389.03,307
4766,clothing-4766,clothing,8.78,15
4767,books-4767,books,434.00,426
4768,home-4768,home,446.69,393
4769,toys-4769,toys,10.88,341
4770,food-4770,food,70.69,206
4771,electronics-4771,electronics,92.22,180
4772,clothing-4772,clothing,190.17,144
4773,books-4773,books,224.12,161
4774,home-4774,home,75.45,160
4775,toys-4775,toys,44.96,304
4776,food-4776,food,218.96,216
4777,electronics-4777,electronics,135.64,302
4778,clothing-4778,clothing,368.04,199
4779,books-4779,books,210.43,161
4780,home-4780,home,390.41,414
4781,toys-4781,toys,159.37,298
4782,food-4782,food,71.20,150
4783,electronics-4783,electronics,199.58,406
4784,clothing-4784,clothing,215.72,273
4785,books-4785,books,302.88,199
4786,home-4786,home,162.36,385
4787,toys-4787,toys,271.98,244
4788,food-4788,food,118.79,64
4789,electronics-4789,electronics,112.03,448
4790,clothing-4790,clothing,450.25,49
4791,books-4791,books,486.98,226
4792,home-4792,home,487.55,36
4793,toys-4793,toys,203.76,31
4794,food-4794,food,190.71,370
4795,electronics-4795,electronics,30.29,191
4796,clothing-4796,clothing,413.08,93
4797,books-4797,books,245.92,472
4798,home-4798,home,72.57,141
4799,toys-4799,toys,184.96,182
4800,food-4800,food,39.95,245
4801,electronics-4801,electronics,406.97,62
4802,clothing-4802,clothing,451.36,50
4803,books-4803,books,233.87,286
4804,home-4804,home,51.76,108
4805,toys-4805,toys,365.09,463
4806,food-4806,food,195.27,69
4807,electronics-4807,electronics,168.43,56
4808,clothing-4808,clothing,11.34,320
4809,books-4809,books,210.25,116
4810,home-4810,home,347.63,50
4811,toys-4811,toys,281.80,479
4812,food-4812,food,391.07,206
4813,electronics-4813,electronics,209.57,302
4814,clothing-4814,clothing,263.41,227
4815,books-4815,books,241.16,444
4816,home-4816,home,200.15,439
4817,toys-4817,toys,74.14,443
4818,food-4818,food,276.83,344
4819,electronics-4819,electronics,67.47,263
4820,clothing-4820,clothing,261.90,232
4821,books-4821,books,12.04,287
4822,home-4822,home,184.88,113
4823,toys-4823,toys,329.48,62
4824,food-4824,food,189.28,424
4825,electronics-4825,electronics,261.64,17
4826,clothing-4826,clothing,332.29,233
4827,books-4827,books,229.48,191
4828,home-4828,home,267.14,295
4829,toys-4829,toys,327.71,421
4830,food-4830,food,315.93,53
4831,electronics-4831,electronics,336.39,16
4832,clothing-4832,clothing,274.99,483
4833,books-4833,books,387.17,63
4834,home-4834,home,30.73,346
4835,toys-4835,toys,25.96,340
4836,food-4836,food,419.87,195
4837,electronics-4837,electronics,299.99,338
4838,clothing-4838,clothing,33.95,103
4839,books-4839,books,312.31,241
4840,home-4840,home,457.57,136
4841,toys-4841,toys,291.82,369
4842,food-4842,food,87.72,317
4843,electronics-4843,electronics,440.13,247
4844,clothing-4844,clothing,69.26,449
4845,books-4845,books,70.75,183
4846,home-4846,home,419.21,192
4847,toys-4847,toys,392.60,22
4848,food-4848,food,151.04,49
4849,electronics-4849,electronics,210.23,22
4850,clothing-4850,clothing,309.37,451
4851,books-4851,books,180.14,448
4852,home-4852,home,18.78,167
4853,toys-4853,toys,138.73,154
4854,food-4854,food,216.91,210
4855,electronics-4855,electronics,38.78,238
4856,clothing-4856,clothing,143.51,131
4857,books-4857,books,465.65,391
4858,home-4858,home,137.62,382
4859,toys-4859,toys,490.47,274
4860,food-4860,food,144.73,128
4861,electronics-4861,electronics,450.51,137
4862,clothing-4862,clothing,386.42,373
4863,books-4863,books,40.59,259
4864,home-4864,home,107.54,25
4865,toys-4865,toys,65.68,42
4866,food-4866,food,61.44,94
4867,electronics-4867,electronics,238.68,165
4868,clothing-4868,clothing,176.00,33
4869,books-4869,books,403.58,472
4870,home-4870,home,385.49,468
4871,toys-4871,toys,39.93,305
4872,food-4872,food,51.95,294
4873,electronics-4873,electronics,380.60,33
4874,clothing-4874,clothing,494.48,175
4875,books-4875,books,22.37,458
4876,home-4876,home,17.06,104
4877,toys-4877,toys,42.46,343
4878,food-4878,food,13.65,386
4879,electronics-4879,electronics,277.69,326
4880,clothing-4880,clothing,462.27,74
4881,books-4881,books,471.94,185
4882,home-4882,home,100.48,336
4883,toys-4883,toys,50.31,262
4884,food-4884,food,376.13,480
4885,electronics-4885,electronics,26.29,44
4886,clothing-4886,clothing,457.60,322
4887,books-4887,books,107.65,326
4888,home-4888,home,312.40,311
4889,toys-4889,toys,147.13,412
4890,food-4890,food,228.05,300
4891,electronics-4891,electronics,73.68,178
4892,clothing-4892,clothing,302.63,220
4893,books-4893,books,271.41,69
4894,home-4894,home,57.75,374
4895,toys-4895,toys,91.34,172
4896,food-4896,food,291.42,476
4897,electronics-4897,electronics,400.00,388
4898,clothing-4898,clothing,209.96,71
4899,books-4899,books,103.57,223
4900,home-4900,home,426.27,99
4901,toys-4901,toys,404.97,253
4902,food-4902,food,308.96,56
4903,electronics-4903,electronics,288.50,222
4904,clothing-4904,clothing,24.13,169
4905,books-4905,books,183.40,10
4906,home-4906,home,74.62,237
4907,toys-4907,toys,471.05,71
4908,food-4908,food,399.64,116
4909,electronics-4909,electronics,150.04,372
4910,clothing-4910,clothing,381.77,97
4911,books-4911,books,344.77,302
4912,home-4912,home,7.42,102
4913,toys-4913,toys,484.77,124
4914,food-4914,food,372.08,304
4915,electronics-4915,electronics,195.67,284
4916,clothing-4916,clothing,226.68,119
4917,books-4917,books,241.27,293
4918,home-4918,home,249.53,258
4919,toys-4919,toys,285.94,64
4920,food-4920,food,348.47,188
4921,electronics-4921,electronics,469.29,290
4922,clothing-4922,clothing,348.99,376
4923,books-4923,books,338.72,416
4924,home-4924,home,388.51,438
4925,toys-4925,toys,99.75,494
4926,food-4926,food,410.43,163
4927,electronics-4927,electronics,321.98,365
4928,clothing-4928,clothing,23.17,234
4929,books-4929,books,460.27,331
4930,home-4930,home,348.37,120
4931,toys-4931,toys,455.15,174
4932,food-4932,food,478.59,334
4933,electronics-4933,electronics,301.82,365
4934,clothing-4934,clothing,493.43,137
4935,books-4935,books,79.90,342
4936,home-4936,home,331.15,217
4937,toys-4937,toys,396.19,388
4938,food-4938,food,106.49,230
4939,electronics-4939,electronics,444.11,176
4940,clothing-4940,clothing,365.84,33
4941,books-4941,books,472.57,259
4942,home-4942,home,151.07,322
4943,toys-4943,toys,348.72,237
4944,food-4944,food,168.78,160
4945,electronics-4945,electronics,185.68,278
4946,clothing-4946,clothing,321.81,324
4947,books-4947,books,447.59,378
4948,home-4948,home,330.94,266
4949,toys-4949,toys,230.71,81
4950,food-4950,food,168.59,218
4951,electronics-4951,electronics,469.94,21
4952,clothing-4952,clothing,72.85,204
4953,books-4953,books,457.24,114
4954,home-4954,home,20.12,134
4955,toys-4955,toys,246.64,55
4956,food-4956,food,312.15,352
4957,electronics-4957,electronics,28.02,213
4958,clothing-4958,clothing,75.90,207
4959,books-4959,books,398.03,253
4960,home-4960,home,337.44,275
4961,toys-4961,toys,39.32,468
4962,food-4962,food,251.81,423
4963,electronics-4963,electronics,80.82,457
4964,clothing-4964,clothing,457.19,130
4965,books-4965,books,265.15,34
4966,home-4966,home,420.24,399
4967,toys-4967,toys,437.24,359
4968,food-4968,food,446.93,301
4969,electronics-4969,electronics,485.33,82
4970,clothing-4970,clothing,86.54,404
4971,books-4971,books,88.72,493
4972,home-4972,home,173.52,32
4973,toys-4973,toys,187.56,234
4974,food-4974,food,352.58,396
4975,electronics-4975,electronics,93.04,241
4976,clothing-4976,clothing,49.28,418
4977,books-4977,books,344.76,122
4978,home-4978,home,70.02,362
4979,toys-4979,toys,64.26,481
4980,food-4980,food,38.71,458
4981,electronics-4981,electronics,475.18,482
4982,clothing-4982,clothing,302.76,309
4983,books-4983,books,274.87,225
4984,home-4984,home,110.74,275
4985,toys-4985,toys,456.92,127
4986,food-4986,food,324.86,107
4987,electronics-4987,electronics,26.86,285
4988,clothing-4988,clothing,318.45,417
4989,books-4989,books,265.58,364
4990,home-4990,home,98.93,160
4991,toys-4991,toys,328.44,415
4992,food-4992,food,206.75,442
4993,electronics-4993,electronics,360.66,259
4994,clothing-4994,clothing,323.10,274
4995,books-4995,books,166.81,106
4996,home-4996,home,463.57,422
4997,toys-4997,toys,263.64,156
4998,food-4998,food,298.52,307
4999,electronics-4999,electronics,140.15,155
5000,clothing-5000,clothing,133.46,296
5001,books-5001,books,159.83,331
5002,home-5002,home,58.11,455
5003,toys-5003,toys,53.70,462
5004,food-5004,food,343.30,74
5005,electronics-5005,electronics,23.50,243
5006,clothing-5006,clothing,459.35,319
5007,books-5007,books,59.56,78
5008,home-5008,home,265.50,474
5009,toys-5009,toys,393.60,383
5010,food-5010,food,35.23,227
5011,electronics-5011,electronics,290.37,168
5012,clothing-5012,clothing,231.89,386
5013,books-5013,books,395.06,92
5014,home-5014,home,379.23,130
5015,toys-5015,toys,377.34,282
5016,food-5016,food,49.64,115
5017,electronics-5017,electronics,111.20,468
5018,clothing-5018,clothing,160.97,374
5019,books-5019,books,94.35,319
5020,home-5020,home,409.30,329
5021,toys-5021,toys,75.47,131
5022,food-5022,food,460.68,406
5023,electronics-5023,electronics,389.55,79
5024,clothing-5024,clothing,134.53,482
5025,books-5025,books,93.33,120
5026,home-5026,home,253.76,109
5027,toys-5027,toys,239.34,301
5028,food-5028,food,190.35,272
5029,electronics-5029,electronics,73.82,480
5030,clothing-5030,clothing,219.94,116
5031,books-5031,books,154.58,252
5032,home-5032,home,372.95,226
5033,toys-5033,toys,372.59,140
5034,food-5034,food,140.75,18
5035,electronics-5035,electronics,75.78,239
5036,clothing-5036,clothing,69.77,122
5037,books-5037,books,181.47,275
5038,home-5038,home,169.50,165
5039,toys-5039,toys,49.75,203
5040,food-5040,food,229.79,116
5041,electronics-5041,electronics,13.52,378
5042,clothing-5042,clothing,182.24,463
5043,books-5043,books,176.87,233
5044,home-5044,home,323.23,413
5045,toys-5045,toys,358.11,283
5046,food-5046,food,95.40,229
5047,electronics-5047,electronics,83.56,332
5048,clothing-5048,clothing,175.63,469
5049,books-5049,books,62.50,78
5050,home-5050,home,489.55,119
5051,toys-5051,toys,274.09,368
5052,food-5052,food,127.41,450
5053,electronics-5053,electronics,173.77,450
5054,clothing-5054,clothing,479.82,282
5055,books-5055,books,170.98,63
5056,home-5056,home,210.48,486
5057,toys-5057,toys,328.96,0
5058,food-5058,food,75.22,212
5059,electronics-5059,electronics,105.11,342
5060,clothing-5060,clothing,43.88,329
5061,books-5061,books,261.22,500
5062,home-5062,home,275.50,327
5063,toys-5063,toys,125.24,234
5064,food-5064,food,279.26,102
5065,electronics-5065,electronics,18.14,490
5066,clothing-5066,clothing,360.30,458
5067,books-5067,books,454.28,461
5068,home-5068,home,137.58,200
5069,toys-5069,toys,121.57,1
5070,food-5070,food,258.17,453
5071,electronics-5071,electronics,193.16,89
5072,clothing-5072,clothing,101.22,435
5073,books-5073,books,310.19,367
5074,home-5074,home,53.91,303
5075,toys-5075,toys,367.73,89
5076,food-5076,food,378.51,362
5077,electronics-5077,electronics,350.85,84
5078,clothing-5078,clothing,113.00,14
5079,books-5079,books,378.05,356
5080,home-5080,home,328.23,361
5081,toys-5081,toys,276.81,412
5082,food-5082,food,46.01,64
5083,electronics-5083,electronics,392.52,42
5084,clothing-5084,clothing,353.72,500
5085,books-5085,books,493.49,254
5086,home-5086,home,376.80,37
5087,toys-5087,toys,195.64,338
5088,food-5088,food,357.29,271
5089,electronics-5089,electronics,384.51,387
5090,clothing-5090,clothing,113.23,97
5091,books-5091,books,166.74,202
5092,home-5092,home,299.95,307
5093,toys-5093,toys,297.82,324
5094,food-5094,food,431.63,447
5095,electronics-5095,electronics,411.03,165
5096,clothing-5096,clothing,78.97,452
5097,books-5097,books,16.65,191
5098,home-5098,home,227.47,96
5099,toys-5099,toys,347.88,227
5100,food-5100,food,157.93,362
5101,electronics-5101,electronics,380.57,408
5102,clothing-5102,clothing,155.02,72
5103,books-5103,books,210.85,69
5104,home-5104,home,470.22,225
5105,toys-5105,toys,48.13,171
5106,food-5106,food,238.54,192
5107,electronics-5107,electronics,37.80,90
5108,clothing-5108,clothing,413.32,157
5109,books-5109,books,302.65,295
5110,home-5110,home,144.58,86
5111,toys-5111,toys,445.32,221
5112,food-5112,food,328.96,37
5113,electronics-5113,electronics,118.42,391
5114,clothing-5114,clothing,69.51,257
5115,books-5115,books,100.45,106
5116,home-5116,home,356.17,352
5117,toys-5117,toys,488.85,386
5118,food-5118,food,137.29,371
5119,electronics-5119,electronics,322.00,120
5120,clothing-5120,clothing,418.70,320
5121,books-5121,books,457.22,177
5122,home-5122,home,385.31,490
5123,toys-5123,toys,240.03,160
5124,food-5124,food,232.03,476
5125,electronics-5125,electronics,17.53,487
5126,clothing-5126,clothing,340.69,130
5127,books-5127,books,234.65,154
5128,home-5128,home,351.92,243
5129,toys-5129,toys,473.08,332
5130,food-5130,food,76.19,317
5131,electronics-5131,electronics,380.99,414
5132,clothing-5132,clothing,491.52,278
5133,books-5133,books,382.73,90
5134,home-5134,home,240.64,322
5135,toys-5135,toys,284.08,265
5136,food-5136,food,448.11,90
5137,electronics-5137,electronics,140.19,160
5138,clothing-5138,clothing,335.00,185
5139,books-5139,books,444.96,319
5140,home-5140,home,57.37,197
